stu_id,credit,sequence,length
NLD000001700429,1,bab,3.0
NLD000001700430,1,abab,4.0
NLD000001700443,1,ab,2.0
NLD000001700433,1,ab,2.0
NLD000015503840,1,bab,3.0
NLD000015503833,0,a,1.0
NLD000012203004,0,aaaaa,5.0
NLD000012203009,0,a,1.0
NLD000012203011,0,b,1.0
NLD000012203015,1,bab,3.0
NLD000002000504,0,b,1.0
NLD000002000513,0,a,1.0
NLD000014303543,1,ab,2.0
NLD000014303552,1,bab,3.0
NLD000014303547,1,abab,4.0
NLD000014303540,1,aaaaab,6.0
NLD000014303539,1,ab,2.0
NLD000014303538,0,a,1.0
NLD000014303544,1,abab,4.0
NLD000009302321,1,ab,2.0
NLD000009302308,0,b,1.0
NLD000009302316,1,aab,3.0
NLD000009302319,0,a,1.0
NLD000005501357,1,bab,3.0
NLD000005501335,1,ab,2.0
NLD000005501349,1,ab,2.0
NLD000005501354,1,ab,2.0
NLD000005501342,1,bab,3.0
NLD000005501338,1,abab,4.0
NLD000006501606,1,ab,2.0
NLD000006501588,0,b,1.0
NLD000008402061,1,ab,2.0
NLD000008402072,1,abab,4.0
NLD000008402082,1,ab,2.0
NLD000008402084,1,ab,2.0
NLD000005001251,1,abab,4.0
NLD000005001252,1,ab,2.0
NLD000001100288,0,b,1.0
NLD000001100284,1,ab,2.0
NLD000001100282,0,a,1.0
NLD000001100291,0,a,1.0
NLD000014903681,1,ab,2.0
NLD000014903689,1,ab,2.0
NLD000014903690,0,b,1.0
NLD000014903679,1,abab,4.0
NLD000002500625,0,b,1.0
NLD000002500630,0,a,1.0
NLD000002500614,0,a,1.0
NLD000002500635,1,abab,4.0
NLD000002500629,1,bab,3.0
NLD000002500610,1,bab,3.0
NLD000014803677,0,a,1.0
NLD000014803667,1,abab,4.0
NLD000014803654,1,bab,3.0
NLD000014803676,0,a,1.0
NLD000014803658,0,b,1.0
NLD000008802189,1,ab,2.0
NLD000008802188,0,bbb,3.0
NLD000008802181,1,ab,2.0
NLD000008802180,1,bab,3.0
NLD000015603864,0,b,1.0
NLD000015603882,0,b,1.0
NLD000015603863,1,ab,2.0
NLD000015603869,0,a,1.0
NLD000015603875,1,abab,4.0
NLD000015203765,1,ab,2.0
NLD000015203770,0,b,1.0
NLD000003900977,1,ab,2.0
NLD000003900981,1,ab,2.0
NLD000003900975,1,abab,4.0
NLD000003900984,1,ab,2.0
NLD000007201770,1,bab,3.0
NLD000007201767,1,bab,3.0
NLD000007201757,1,abab,4.0
NLD000013403324,0,b,1.0
NLD000013403314,1,abab,4.0
NLD000013403331,1,ab,2.0
NLD000003400853,0,a,1.0
NLD000003400855,1,ab,2.0
NLD000003400851,1,bab,3.0
NLD000003400856,1,ab,2.0
NLD000003400858,0,b,1.0
NLD000007701904,1,ab,2.0
NLD000003100783,0,a,1.0
NLD000003100793,1,ab,2.0
NLD000003100781,1,abab,4.0
NLD000003100786,1,ab,2.0
NLD000003100792,1,ab,2.0
NLD000014503578,0,aba,3.0
NLD000014503585,1,ab,2.0
NLD000014503588,1,babb,4.0
NLD000011902945,1,ab,2.0
NLD000011902939,0,b,1.0
NLD000011902942,1,bab,3.0
NLD000011902930,0,a,1.0
NLD000016504088,0,a,1.0
NLD000016504096,0,a,1.0
NLD000002100525,1,bab,3.0
NLD000002100533,1,abab,4.0
NLD000002100521,0,b,1.0
NLD000002100542,1,bab,3.0
NLD000002100543,1,ab,2.0
NLD000002100528,1,ab,2.0
NLD000010702643,0,b,1.0
NLD000010702651,0,b,1.0
NLD000010702650,1,ab,2.0
NLD000013203266,0,ab,2.0
NLD000013203273,1,ab,2.0
NLD000013203278,0,b,1.0
NLD000013203276,1,ab,2.0
NLD000013203284,1,abb,3.0
NLD000008001965,1,bab,3.0
NLD000008001962,1,ab,2.0
NLD000001500389,1,ab,2.0
NLD000001500393,1,ab,2.0
NLD000001500396,1,ab,2.0
NLD000001500392,1,abab,4.0
NLD000016604120,0,a,1.0
NLD000016604110,1,bab,3.0
NLD000016604114,0,b,1.0
NLD000016604131,0,b,1.0
NLD000016604127,1,ab,2.0
NLD000006601618,1,ab,2.0
NLD000006601628,1,aab,3.0
NLD000006601615,1,ab,2.0
NLD000006601631,0,b,1.0
NLD000006601620,1,abab,4.0
NLD000017704389,1,ab,2.0
NLD000017704386,0,b,1.0
NLD000007401835,0,bb,2.0
NLD000007401809,0,a,1.0
NLD000007401822,1,bab,3.0
NLD000007401827,1,bab,3.0
NLD000007401824,1,babab,5.0
NLD000007401825,0,a,1.0
NLD000007401816,0,b,1.0
NLD000013503338,1,ab,2.0
NLD000013503341,1,ab,2.0
NLD000013503350,1,bab,3.0
NLD000013503347,0,b,1.0
NLD000013503342,0,b,1.0
NLD000001200318,0,a,1.0
NLD000001200300,0,a,1.0
NLD000001200312,1,bab,3.0
NLD000016804185,1,bab,3.0
NLD000016804184,1,abab,4.0
NLD000016804173,0,a,1.0
NLD000007001727,1,ab,2.0
NLD000007001726,1,ab,2.0
NLD000005201285,0,b,1.0
NLD000005201282,1,ab,2.0
NLD000005201286,1,ab,2.0
NLD000005201281,1,ab,2.0
NOR000000200039,1,ab,2.0
NOR000000200040,1,ab,2.0
NOR000008102011,1,ab,2.0
NOR000008102015,1,ab,2.0
NOR000008102008,1,ab,2.0
NOR000010902658,0,a,1.0
NOR000007701897,1,ab,2.0
NOR000011402764,1,ababb,5.0
NOR000002100521,1,abbab,5.0
NOR000002100540,1,abab,4.0
NOR000002100522,0,a,1.0
NOR000002100524,0,b,1.0
NOR000001400331,1,abab,4.0
NOR000001400340,1,ab,2.0
NOR000001400336,0,a,1.0
NOR000016603954,0,b,1.0
NOR000016603947,1,bab,3.0
NOR000001100250,1,bab,3.0
NOR000001100272,0,b,1.0
NOR000015503755,1,aab,3.0
NOR000015503743,0,ba,2.0
NOR000015503753,1,abab,4.0
NOR000000700174,1,ab,2.0
NOR000006101507,1,bab,3.0
NOR000006101508,1,abab,4.0
NOR000003400847,1,abab,4.0
NOR000012603042,1,babab,5.0
NOR000012603039,0,a,1.0
NOR000017304119,1,bab,3.0
NOR000017304138,1,ab,2.0
NOR000013503246,1,bab,3.0
NOR000013503270,1,bab,3.0
NOR000016503929,1,abab,4.0
NOR000016503942,0,b,1.0
NOR000002300589,0,a,1.0
NOR000015203674,0,b,1.0
NOR000015203666,0,aa,2.0
NOR000018304357,1,bab,3.0
NOR000018304355,1,bab,3.0
NOR000004101025,0,a,1.0
NOR000004101000,1,babab,5.0
NOR000004101010,0,ba,2.0
NOR000017404146,1,aabb,4.0
NOR000017404164,0,b,1.0
NOR000001600381,1,ab,2.0
NOR000001600403,1,bab,3.0
NOR000006001474,1,bab,3.0
NOR000007001717,0,b,1.0
NOR000014503513,0,b,1.0
NOR000014503508,1,abab,4.0
NOR000014503505,0,aa,2.0
NOR000019004529,0,a,1.0
NOR000019004514,1,bab,3.0
NOR000019004537,1,ab,2.0
NOR000019004523,0,b,1.0
NOR000004901230,0,aba,3.0
NOR000004901208,1,ababb,5.0
NOR000002800707,1,bab,3.0
NOR000002800700,1,bab,3.0
NOR000002800705,1,bab,3.0
NOR000009902450,0,b,1.0
NOR000018804482,0,aba,3.0
NOR000007101740,1,ab,2.0
NOR000006301569,1,ab,2.0
NOR000006301562,1,ab,2.0
NOR000002900720,0,b,1.0
NOR000018704438,1,ab,2.0
NOR000001500370,1,abababab,8.0
NOR000001500380,1,bab,3.0
NOR000012002889,1,ab,2.0
NOR000012002909,1,baab,4.0
NOR000013903367,1,ab,2.0
NOR000014603518,1,bab,3.0
NOR000014603524,1,bab,3.0
NOR000014603522,0,a,1.0
NOR000019504622,1,bab,3.0
NOR000007401823,0,b,1.0
NOR000019604655,1,bab,3.0
NOR000015003636,1,ab,2.0
NOR000008502128,0,abab,4.0
NOR000005401334,1,bab,3.0
NOR000013703316,1,abab,4.0
NOR000004201051,1,abb,3.0
NOR000004201030,0,b,1.0
NOR000019204582,0,b,1.0
NOR000019204578,1,aab,3.0
NOR000003000755,1,ab,2.0
NOR000012803079,1,abab,4.0
NOR000008902211,0,b,1.0
NOR000008902208,0,a,1.0
NOR000003300802,1,bab,3.0
NOR000012903108,1,abab,4.0
NOR000012903101,1,ab,2.0
NOR000012903124,1,abab,4.0
NOR000000100001,0,aa,2.0
NOR000001000221,1,aaaaab,6.0
NOR000007801933,0,b,1.0
NOR000007801934,1,ab,2.0
NOR000000600134,1,ab,2.0
NOR000000600136,0,b,1.0
NOR000018104336,1,babab,5.0
NOR000018104332,1,ab,2.0
NOR000018104333,0,a,1.0
NOR000012402984,1,aaaaaabab,9.0
NOR000012402985,1,bab,3.0
NOR000004401084,0,a,1.0
NOR000010602588,0,bb,2.0
NOR000010602593,0,aa,2.0
NOR000010602582,1,aab,3.0
NOR000010602600,0,b,1.0
NOR000017804249,1,bab,3.0
NOR000017804269,1,bab,3.0
NOR000017804271,1,ab,2.0
NOR000016804017,1,aaaaab,6.0
NOR000009402339,1,abab,4.0
NOR000009402346,1,aabb,4.0
NOR000009402351,0,a,1.0
NOR000013303212,0,b,1.0
NOR000013303205,0,ba,2.0
NOR000004301076,1,ab,2.0
NOR000004301075,0,b,1.0
NOR000006801662,1,abab,4.0
NOR000006801680,1,abab,4.0
NOR000008802179,1,ab,2.0
NOR000008802198,0,a,1.0
NOR000016703973,1,bab,3.0
NOR000002600662,0,a,1.0
NOR000002600651,0,b,1.0
NOR000002600665,0,b,1.0
NOR000019704675,0,b,1.0
NOR000019704672,1,bab,3.0
NOR000011902876,0,a,1.0
NOR000011902867,0,b,1.0
NOR000002200556,1,aab,3.0
NOR000002200561,0,a,1.0
NOR000014703547,1,abab,4.0
NOR000000900212,0,aaaaaa,6.0
NOR000000900202,0,a,1.0
NOR000000500105,1,abab,4.0
NOR000000500116,0,b,1.0
NOR000000500120,0,a,1.0
NOR000012302951,1,ab,2.0
NOR000012302973,0,b,1.0
NOR000004501117,1,ab,2.0
NOR000004501108,1,ab,2.0
NOR000010302548,0,b,1.0
NOR000013603287,1,ab,2.0
NOR000013803321,1,ab,2.0
NOR000013803322,1,abab,4.0
NOR000014303447,1,ab,2.0
NOR000014803588,1,bab,3.0
NOR000014803567,0,b,1.0
NOR000001300322,1,bab,3.0
NOR000015303688,0,b,1.0
NOR000015303705,1,abab,4.0
NOR000002500641,1,abab,4.0
NOR000002500633,1,bab,3.0
NOR000012703060,1,ab,2.0
NOR000012703072,1,bab,3.0
NOR000009602404,1,ab,2.0
NOR000009602408,1,ab,2.0
NOR000008302056,1,baaaaabab,9.0
NOR000008302069,0,b,1.0
NOR000008302057,0,aaaaa,5.0
NOR000001900474,0,a,1.0
NOR000004701175,0,a,1.0
NOR000004701168,1,bab,3.0
NOR000004701179,1,ab,2.0
NOR000010802636,1,ab,2.0
NOR000008402090,0,b,1.0
NOR000008402081,1,ab,2.0
NOR000003700909,1,aab,3.0
NOR000009302329,1,ab,2.0
NOR000009302307,1,abb,3.0
NOR000003600891,1,abab,4.0
NOR000003600889,0,a,1.0
NOR000012202924,0,a,1.0
NOR000012202936,1,bab,3.0
NOR000018504432,0,aaaaa,5.0
NOR000018504427,1,abab,4.0
NOR000018504425,1,bab,3.0
NOR000005801440,1,ab,2.0
NOR000005801442,0,a,1.0
NOR000001800445,1,ab,2.0
NOR000001800448,0,b,1.0
NOR000005201289,1,ab,2.0
NOR000005201293,1,abab,4.0
NOR000005201272,1,ab,2.0
NOR000018904489,1,bab,3.0
NOR000013403235,1,bab,3.0
NOR000013403219,1,ab,2.0
NOR000017704246,1,abab,4.0
NOR000017704239,1,bab,3.0
NOR000009002239,0,b,1.0
NOR000017204091,0,b,1.0
NOR000017204109,1,ab,2.0
NOR000010002478,0,a,1.0
NOR000007901961,0,b,1.0
NOR000007901946,0,a,1.0
NOR000016103886,1,ab,2.0
NOR000006901701,0,b,1.0
NOR000004801199,1,ab,2.0
NOR000003100780,0,b,1.0
NOR000003500853,1,bab,3.0
NOR000003500857,0,b,1.0
NOR000002400603,0,a,1.0
NOR000002400595,1,ab,2.0
NOR000002400599,1,bab,3.0
NOR000001700429,1,aab,3.0
NOR000006201532,0,a,1.0
NOR000015103656,0,b,1.0
NOR000015103645,1,abab,4.0
NOR000007601886,0,ab,2.0
NOR000007601874,0,a,1.0
NOR000007201763,0,b,1.0
NOR000007201777,0,b,1.0
NOR000015403726,1,ab,2.0
NOR000011602800,1,bab,3.0
NOR000011602799,0,b,1.0
NOR000000300075,0,aaaaa,5.0
NOR000000300065,1,abb,3.0
NOR000002700687,1,abab,4.0
NOR000019104538,1,ab,2.0
NOR000019104544,1,bab,3.0
NOR000017104077,1,baaaaab,7.0
NOR000018004300,1,bab,3.0
NOR000016904023,0,a,1.0
NOR000012102911,1,bab,3.0
NOR000005301312,1,ab,2.0
NOR000005301305,0,aaaaa,5.0
NOR000018204343,1,ab,2.0
NOR000018204340,1,abab,4.0
NOR000018204349,0,b,1.0
NOR000009802449,0,a,1.0
NOR000010202518,1,ab,2.0
NOR000013003132,1,ab,2.0
NOR000013003136,1,ab,2.0
NOR000005101264,1,ab,2.0
NOR000011302754,0,a,1.0
NOR000015903859,1,bab,3.0
NOR000015803807,0,a,1.0
NOR000015803814,1,abab,4.0
NOR000015803830,1,ab,2.0
NOR000001200298,0,a,1.0
NOR000014903591,1,bab,3.0
NOR000014903601,1,abab,4.0
NOR000002000502,1,ab,2.0
NOR000002000511,0,ba,2.0
NOR000008001972,1,ab,2.0
NOR000008001966,1,ab,2.0
NOR000008001967,1,ab,2.0
NOR000018404381,0,b,1.0
NOR000018404384,1,ab,2.0
NOR000003900966,0,b,1.0
NOR000003900952,1,ab,2.0
NOR000015603781,1,bab,3.0
NOR000015603777,0,a,1.0
NOR000011002700,0,a,1.0
NOR000005501355,0,b,1.0
NOR000005001245,1,bab,3.0
NOR000005001246,1,baaaaab,7.0
NOR000000800182,1,ab,2.0
NOR000000800194,1,ab,2.0
NOR000000800188,0,a,1.0
NOR000006701657,1,bab,3.0
NOR000013203183,0,abab,4.0
NOR000014103408,0,a,1.0
NOR000005601389,1,abb,3.0
NOR000005601385,1,abbab,5.0
POL000003700918,0,a,1.0
POL000013303286,1,ab,2.0
POL000013303301,0,b,1.0
POL000011102736,0,b,1.0
POL000012002951,1,bab,3.0
POL000012002964,0,b,1.0
POL000015203784,1,abab,4.0
POL000007001731,0,b,1.0
POL000014003474,1,bab,3.0
POL000014003462,1,ab,2.0
POL000014003472,1,bab,3.0
POL000016003980,1,abab,4.0
POL000016003972,0,b,1.0
POL000018004495,0,b,1.0
POL000001000224,0,b,1.0
POL000002500628,0,a,1.0
POL000010202531,0,b,1.0
POL000016904245,1,ab,2.0
POL000016904241,1,bab,3.0
POL000008202022,1,ab,2.0
POL000008202026,0,b,1.0
POL000014103480,1,ab,2.0
POL000016704189,1,abaaaaab,8.0
POL000016704188,1,bab,3.0
POL000017004265,0,b,1.0
POL000017004279,0,b,1.0
POL000017004269,1,bab,3.0
POL000004201058,0,b,1.0
POL000004201067,1,abbab,5.0
POL000013103232,1,abab,4.0
POL000013103236,1,bab,3.0
POL000014603622,0,b,1.0
POL000014603610,1,ab,2.0
POL000005301319,0,b,1.0
POL000001100239,1,bab,3.0
POL000007301825,0,b,1.0
POL000007301821,0,bb,2.0
POL000017404335,0,b,1.0
POL000005001266,0,b,1.0
POL000005001257,0,a,1.0
POL000012703124,0,b,1.0
POL000012703122,0,b,1.0
POL000014703634,1,abab,4.0
POL000014703651,0,b,1.0
POL000006101467,0,b,1.0
POL000009502355,0,b,1.0
POL000016204049,0,b,1.0
POL000011202779,0,b,1.0
POL000008802176,0,b,1.0
POL000008802186,0,b,1.0
POL000003200818,1,bab,3.0
POL000000100005,0,b,1.0
POL000003300848,0,b,1.0
POL000003300849,0,a,1.0
POL000003300829,0,b,1.0
POL000008101984,0,b,1.0
POL000015103767,1,bab,3.0
POL000015103755,0,b,1.0
POL000005601379,0,aba,3.0
POL000002000484,0,b,1.0
POL000002000468,0,a,1.0
POL000013703383,0,b,1.0
POL000017504370,0,b,1.0
POL000017504357,0,a,1.0
POL000004801184,1,ab,2.0
POL000004801180,1,ab,2.0
POL000004801187,1,bab,3.0
POL000004301074,0,b,1.0
POL000013803397,1,bab,3.0
POL000005501338,1,bab,3.0
POL000017904451,1,bab,3.0
POL000017904457,0,b,1.0
POL000008702161,1,ab,2.0
POL000008702164,0,b,1.0
POL000008702159,1,abab,4.0
POL000006201517,0,b,1.0
POL000006201496,0,b,1.0
POL000012603086,0,b,1.0
POL000012603081,0,bb,2.0
POL000013503356,0,b,1.0
POL000009202266,0,b,1.0
POL000009202262,1,abab,4.0
POL000004901225,0,a,1.0
POL000006301523,0,b,1.0
POL000006301535,0,b,1.0
POL000006501586,1,bab,3.0
POL000010802679,1,ab,2.0
POL000010802658,0,b,1.0
POL000010802674,1,ab,2.0
POL000012102986,0,a,1.0
POL000015503820,0,b,1.0
POL000015503825,0,a,1.0
POL000015503843,1,bab,3.0
POL000011302823,1,bab,3.0
POL000011302799,0,b,1.0
POL000002800706,1,abb,3.0
POL000002800691,1,bab,3.0
POL000015903937,1,bab,3.0
POL000006801678,0,b,1.0
POL000003100776,0,a,1.0
POL000010102516,0,b,1.0
POL000010102522,1,ab,2.0
POL000005801416,1,babab,5.0
POL000005801417,0,b,1.0
POL000012203000,0,bb,2.0
POL000012202997,1,babab,5.0
POL000001400312,0,b,1.0
POL000005701391,0,b,1.0
POL000005701403,1,bab,3.0
POL000010602624,1,ab,2.0
POL000000800191,0,a,1.0
POL000000800207,0,b,1.0
POL000008302047,0,b,1.0
POL000008302038,1,ab,2.0
POL000016304066,1,ab,2.0
POL000012503062,1,ab,2.0
POL000014803662,0,b,1.0
POL000001300301,1,bab,3.0
POL000001300297,0,b,1.0
POL000001300295,0,b,1.0
POL000003800940,1,ab,2.0
POL000000600134,0,b,1.0
POL000013903420,0,b,1.0
POL000002300560,0,b,1.0
POL000002200529,0,b,1.0
POL000016504108,1,bab,3.0
POL000016504114,1,abab,4.0
POL000006901682,0,b,1.0
POL000006901706,0,b,1.0
POL000009402337,0,b,1.0
POL000006401553,1,ab,2.0
POL000006401556,0,bb,2.0
POL000015803926,1,ab,2.0
POL000004701154,0,b,1.0
POL000004701150,1,abab,4.0
POL000015403799,0,bb,2.0
POL000016804224,1,bab,3.0
POL000016804203,0,b,1.0
POL000016804207,0,b,1.0
POL000004000996,0,bbb,3.0
POL000004000993,0,b,1.0
POL000000500117,0,b,1.0
POL000018404599,1,ab,2.0
POL000018404598,0,b,1.0
POL000014203521,0,b,1.0
POL000014203527,1,abbbab,6.0
POL000015603865,0,b,1.0
POL000015603858,0,b,1.0
POL000010502607,1,ab,2.0
POL000009102231,1,bab,3.0
POL000016604159,1,bab,3.0
POL000016604140,0,b,1.0
POL000016604148,0,b,1.0
POL000008602126,0,b,1.0
POL000011902919,0,b,1.0
POL000014403594,1,bab,3.0
POL000009902459,0,b,1.0
POL000009902472,1,bab,3.0
POL000009902462,1,bab,3.0
POL000003600897,0,b,1.0
POL000003600916,1,ab,2.0
POL000003600912,0,b,1.0
POL000002400593,1,ab,2.0
POL000003000753,0,b,1.0
POL000003000768,0,b,1.0
POL000008502098,0,b,1.0
POL000008502110,0,b,1.0
POL000010902690,1,abab,4.0
POL000010902691,1,babab,5.0
POL000017604396,1,ab,2.0
POL000007101757,0,b,1.0
POL000007101741,0,b,1.0
POL000007101763,0,b,1.0
POL000001600377,0,b,1.0
POL000004501133,0,b,1.0
POL000004501123,0,b,1.0
POL000009602368,1,bab,3.0
POL000005201289,0,b,1.0
POL000014903681,0,a,1.0
POL000002900747,0,b,1.0
POL000018304569,0,b,1.0
POL000018304547,1,ab,2.0
POL000011502842,0,bb,2.0
POL000006001457,0,b,1.0
POL000006001462,0,b,1.0
POL000011802905,1,bab,3.0
POL000017204307,0,b,1.0
POL000017204296,1,bab,3.0
POL000017204299,1,ab,2.0
POL000004401111,0,bb,2.0
POL000004401103,1,ab,2.0
POL000007701902,0,b,1.0
POL000003500869,0,b,1.0
POL000003500883,1,ab,2.0
POL000017704415,1,bab,3.0
POL000017704430,1,ab,2.0
POL000010402589,1,ab,2.0
POL000010402592,1,ab,2.0
POL000010402599,1,babab,5.0
POL000003400857,1,bab,3.0
POL000007501870,1,ab,2.0
POL000014303538,1,bab,3.0
POL000014303551,1,ab,2.0
POL000014303563,1,abab,4.0
POL000001800420,1,ab,2.0
POL000017804442,1,ab,2.0
POL000017304314,1,abaab,5.0
PRT000009702804,1,aab,3.0
PRT000002100601,0,b,1.0
PRT000002100606,1,ab,2.0
PRT000016604830,0,b,1.0
PRT000016604839,1,ab,2.0
PRT000018505415,1,abab,4.0
PRT000018505400,0,bb,2.0
PRT000018505388,1,abab,4.0
PRT000007702185,0,b,1.0
PRT000007702191,0,bb,2.0
PRT000005701639,1,bab,3.0
PRT000005701631,1,ab,2.0
PRT000000700182,0,a,1.0
PRT000000700179,1,abb,3.0
PRT000000700205,0,b,1.0
PRT000013103768,1,abb,3.0
PRT000011003157,1,ab,2.0
PRT000011003156,1,ab,2.0
PRT000006601867,1,bab,3.0
PRT000014504191,0,a,1.0
PRT000004501311,0,b,1.0
PRT000014704227,0,aaaaaa,6.0
PRT000003501029,0,b,1.0
PRT000004701353,1,ab,2.0
PRT000004701361,0,b,1.0
PRT000000100008,1,ab,2.0
PRT000000100005,1,ab,2.0
PRT000019505714,1,ab,2.0
PRT000019505719,1,abab,4.0
PRT000010102906,0,b,1.0
PRT000010102911,0,b,1.0
PRT000010102919,0,bbb,3.0
PRT000013803975,1,aab,3.0
PRT000001600482,1,abab,4.0
PRT000001600455,1,abab,4.0
PRT000018905521,1,bab,3.0
PRT000018905520,1,bababb,6.0
PRT000002200619,1,ab,2.0
PRT000001900525,0,a,1.0
PRT000015404459,1,ab,2.0
PRT000000400104,0,bb,2.0
PRT000000400102,1,ab,2.0
PRT000006201755,1,baab,4.0
PRT000006201760,0,bb,2.0
PRT000006201749,1,ab,2.0
PRT000013904008,0,b,1.0
PRT000013904016,0,b,1.0
PRT000013904029,1,abab,4.0
PRT000007802213,0,b,1.0
PRT000007802232,0,b,1.0
PRT000006701890,0,b,1.0
PRT000006701892,1,ab,2.0
PRT000018105289,1,ab,2.0
PRT000018105282,1,bab,3.0
PRT000004301250,0,b,1.0
PRT000004301264,1,ab,2.0
PRT000004301265,1,abab,4.0
PRT000001400406,0,b,1.0
PRT000001400425,0,b,1.0
PRT000001400415,1,bab,3.0
PRT000004201238,0,bb,2.0
PRT000004201248,0,b,1.0
PRT000008502416,1,ab,2.0
PRT000008502415,0,ba,2.0
PRT000012803689,1,ab,2.0
PRT000013703967,1,bab,3.0
PRT000013303825,1,abab,4.0
PRT000019205621,0,b,1.0
PRT000019205642,1,abab,4.0
PRT000011503307,1,ababb,5.0
PRT000008102332,1,ab,2.0
PRT000015104380,1,abab,4.0
PRT000002800834,0,b,1.0
PRT000002800811,0,bb,2.0
PRT000002500734,1,bab,3.0
PRT000014204130,0,b,1.0
PRT000018205304,1,abbab,5.0
PRT000018205306,1,ab,2.0
PRT000003300981,1,aaaaab,6.0
PRT000015004344,1,ab,2.0
PRT000010803109,0,b,1.0
PRT000010803114,1,bab,3.0
PRT000009902859,1,bab,3.0
PRT000009902855,0,a,1.0
PRT000000200032,1,ab,2.0
PRT000000200039,1,bab,3.0
PRT000012303524,0,b,1.0
PRT000015204398,0,b,1.0
PRT000015204388,1,abab,4.0
PRT000005001432,1,ab,2.0
PRT000016004619,0,b,1.0
PRT000016004626,0,a,1.0
PRT000016004611,0,b,1.0
PRT000012103486,0,b,1.0
PRT000012003455,1,bab,3.0
PRT000003401020,1,ab,2.0
PRT000003401005,1,abab,4.0
PRT000003401017,0,b,1.0
PRT000005901689,0,b,1.0
PRT000008702510,0,b,1.0
PRT000008702515,0,b,1.0
PRT000008702503,1,ab,2.0
PRT000002000552,1,abab,4.0
PRT000002000569,0,a,1.0
PRT000002000558,0,bab,3.0
PRT000001100321,1,ab,2.0
PRT000001100330,1,abab,4.0
PRT000009602766,0,b,1.0
PRT000006801918,1,ab,2.0
PRT000006801930,0,b,1.0
PRT000016104645,0,a,1.0
PRT000016104672,1,abab,4.0
PRT000016104644,1,babb,4.0
PRT000013203798,0,b,1.0
PRT000013203773,1,ab,2.0
PRT000013203790,0,b,1.0
PRT000017205001,1,baaaaab,7.0
PRT000017205021,1,bab,3.0
PRT000017205014,1,ab,2.0
PRT000006001713,1,baab,4.0
PRT000006001696,0,b,1.0
PRT000015804575,0,a,1.0
PRT000003100906,0,b,1.0
PRT000003100934,0,b,1.0
PRT000003100925,0,bb,2.0
PRT000014804261,1,abab,4.0
PRT000014804289,0,b,1.0
PRT000013403847,0,a,1.0
PRT000002300665,1,bab,3.0
PRT000002300643,0,a,1.0
PRT000017805219,1,ababb,5.0
PRT000017805198,0,b,1.0
PRT000001700487,1,baaaaab,7.0
PRT000019405703,1,aab,3.0
PRT000019405685,0,b,1.0
PRT000019405695,1,bab,3.0
PRT000019405691,1,ab,2.0
PRT000000300066,0,b,1.0
PRT000000300050,1,ababb,5.0
PRT000010703079,0,b,1.0
PRT000010703073,0,b,1.0
PRT000016404742,0,aba,3.0
PRT000016404749,0,b,1.0
PRT000009002606,0,b,1.0
PRT000003901145,0,a,1.0
PRT000008002289,1,abaab,5.0
PRT000008002301,1,babab,5.0
PRT000008002287,1,ab,2.0
PRT000011803416,1,bab,3.0
PRT000011803415,0,bb,2.0
PRT000008602472,0,bb,2.0
PRT000001500442,1,abab,4.0
PRT000019105597,1,ab,2.0
PRT000017905226,1,ababab,6.0
PRT000017905229,1,abab,4.0
PRT000007302090,1,ab,2.0
PRT000016904916,0,a,1.0
PRT000012703638,1,ab,2.0
PRT000012703643,0,a,1.0
PRT000012703649,0,abb,3.0
PRT000010603061,1,ab,2.0
PRT000002400691,1,bab,3.0
PRT000002400702,1,ab,2.0
PRT000009102645,0,b,1.0
PRT000000800232,0,a,1.0
PRT000014104083,1,bab,3.0
PRT000014104110,0,a,1.0
PRT000018005264,0,aaaaa,5.0
PRT000004401284,1,ab,2.0
PRT000004401306,0,ab,2.0
PRT000002700800,1,ab,2.0
PRT000009402742,1,abababb,7.0
PRT000009402717,1,bab,3.0
PRT000006301783,1,ababab,6.0
PRT000012903710,1,abb,3.0
PRT000012903719,0,a,1.0
PRT000009302703,1,ab,2.0
PRT000009302706,0,b,1.0
PRT000001200351,0,aaaaaaaaa,9.0
PRT000001200367,0,a,1.0
PRT000001300383,0,b,1.0
PRT000018605428,0,a,1.0
PRT000018605438,0,ab,2.0
PRT000018605434,0,b,1.0
PRT000018605451,0,bab,3.0
PRT000007102019,0,b,1.0
PRT000007102051,0,b,1.0
PRT000000500134,0,bb,2.0
PRT000000500108,0,ab,2.0
PRT000003000885,1,ab,2.0
PRT000007001996,0,b,1.0
PRT000007001994,1,aabab,5.0
PRT000007001987,0,a,1.0
PRT000005101445,1,ab,2.0
PRT000005801642,0,b,1.0
PRT000005801643,0,b,1.0
PRT000000600144,0,b,1.0
PRT000010503015,0,a,1.0
PRT000010503036,1,bab,3.0
PRT000010503020,0,b,1.0
PRT000010202935,0,b,1.0
PRT000010202942,0,b,1.0
PRT000010202937,1,ab,2.0
PRT000004001186,0,b,1.0
PRT000004001187,1,ab,2.0
PRT000004001181,0,aa,2.0
PRT000010002895,0,a,1.0
PRT000003601095,0,a,1.0
PRT000015904577,0,b,1.0
PRT000015904582,0,a,1.0
PRT000018805481,0,b,1.0
PRT000018805510,0,b,1.0
PRT000018805493,1,bab,3.0
PRT000018805492,0,a,1.0
PRT000006901980,1,abab,4.0
PRT000003801135,0,b,1.0
PRT000003801137,0,a,1.0
PRT000015604541,0,b,1.0
PRT000015604509,0,b,1.0
PRT000017305058,0,b,1.0
